female;phsrank;BA;AA;black;hispanic;id;exper;jc;univ;lwage;stotal;smcity;medcity;submed;lgcity;sublg;vlgcity;subvlg;ne;nc;south;totcoll
1;50;0;0;0;0;73060;126;0;0;2.356.125;0;1;0;0;0;0;0;0;0;0;1;0
1;50;0;1;0;0;73082;104;2.433.333;0;2.099.244;0;0;0;0;0;0;0;0;0;0;1;2.433.333
1;50;0;0;1;0;73121;128;.4333333;0;1.815.665;0;0;1;0;0;0;0;0;0;0;1;.4333333
1;50;0;0;0;0;73136;164;0;5.266.667;2.456.736;0;0;1;0;0;0;0;0;0;0;0;5.266.667
1;50;0;0;0;0;73165;91;0;0;1.897.409;0;0;1;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;73189;87;0;.1666667;2.347.943;0;1;0;0;0;0;0;0;0;0;1;.1666667
1;50;0;0;0;0;73219;158;.3;0;275.457;0;0;0;1;0;0;0;0;1;0;0;.3
0;50;0;0;0;0;73232;164;.8333333;0;2.744.418;0;0;0;0;1;0;0;0;0;1;0;.8333333
0;50;0;0;0;0;73259;127;0;.3666664;261.007;0;0;1;0;0;0;0;0;0;1;0;.3666664
0;50;0;0;0;0;73272;119;0;0;1.609.438;0;1;0;0;0;0;0;0;1;0;0;0
0;50;0;0;1;0;73273;93;0;0;1.004.735;0;0;1;0;0;0;0;0;0;0;1;0
1;50;1;0;0;0;73274;141;0;4.266.667;3.236.894;0;0;0;0;0;0;0;0;0;0;1;4.266.667
1;50;0;0;1;0;73333;160;.3;0;2.484.907;0;0;0;0;0;0;1;0;0;1;0;.3
1;50;0;0;0;0;73362;59;0;0;1.926.056;0;0;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;73371;164;0;0;2.620.311;0;0;0;0;1;0;0;0;0;0;1;0
0;50;0;0;0;1;73373;152;0;.9;2.297.542;0;0;1;0;0;0;0;0;0;0;1;.9
1;50;1;0;1;0;73387;134;0;4.333.333;2.351.375;0;1;0;0;0;0;0;0;1;0;0;4.333.333
1;50;0;0;1;0;73418;165;0;0;2.194.999;0;0;0;0;1;0;0;0;0;0;1;0
1;50;0;0;1;0;73431;61;0;0;1.637.734;0;1;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;73462;161;2.033.333;0;2.227.861;0;0;1;0;0;0;0;0;0;1;0;2.033.333
0;50;0;0;0;0;73466;154;0;.5333309;2.140.066;0;0;1;0;0;0;0;0;1;0;0;.5333309
0;50;0;0;0;0;73474;149;0;0;2.458.733;0;0;0;0;1;0;0;0;1;0;0;0
0;50;1;0;0;0;73485;84;.9333333;5.616.663;2.970.414;0;1;0;0;0;0;0;0;0;0;0;6.549.996
0;50;0;0;0;0;73500;162;0;0;2.652.537;0;0;0;0;0;0;0;0;0;1;0;0
0;50;1;0;0;0;73538;115;2.166.667;315.555;2.479.245;0;1;0;0;0;0;0;0;0;0;1;5.322.217
1;50;0;0;0;0;73581;96;0;.5;1.633.343;0;0;0;0;0;0;0;0;0;0;1;.5
1;50;0;0;1;0;73582;126;0;.7666667;1.434.892;0;1;0;0;0;0;0;0;0;0;1;.7666667
0;50;0;0;0;0;73592;162;0;1.888.885;2.353.878;0;0;0;0;0;1;0;0;0;1;0;1.888.885
0;50;0;0;0;0;73599;162;0;0;2.541.766;0;0;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;73620;103;0;0;2.379.546;0;1;0;0;0;0;0;0;0;1;0;0
0;50;1;0;0;0;73631;120;0;4.622.217;2.542.476;0;1;0;0;0;0;0;0;0;0;1;4.622.217
1;50;0;0;1;0;73644;147;0;5.133.333;2.275.557;0;0;1;0;0;0;0;0;0;0;1;5.133.333
1;50;0;0;0;0;73651;104;0;0;2.320.601;0;0;0;0;1;0;0;0;0;0;1;0
0;50;0;0;0;1;73658;153;0;0;1.682.134;0;0;0;0;1;0;0;0;0;0;1;0
0;50;0;0;0;0;73677;141;0;.9;2.015.672;0;0;0;0;0;0;0;0;1;0;0;.9
0;50;0;0;0;0;73680;120;.1666667;.2;1.791.759;0;1;0;0;0;0;0;0;0;0;1;.3666667
1;50;1;0;0;0;73697;36;0;5.044.436;194.591;0;1;0;0;0;0;0;0;0;0;0;5.044.436
0;50;1;0;0;0;73701;132;2.266.667;3.611.108;2.197.225;0;0;1;0;0;0;0;0;0;0;1;5.877.775
0;50;0;0;0;0;73724;162;.1333331;0;2.901.191;0;0;0;0;0;0;0;0;0;0;0;.1333331
0;50;1;0;0;0;73728;161;0;4.111.106;2.484.907;0;0;0;0;0;0;1;0;0;1;0;4.111.106
0;50;1;0;0;0;73753;156;0;2.133.333;289.867;0;0;1;0;0;0;0;0;1;0;0;2.133.333
0;50;0;0;0;0;73758;115;0;5.766.667;2.512.429;0;0;0;0;0;0;0;0;0;0;1;5.766.667
0;50;0;0;0;0;73813;125;0;0;2.302.585;0;1;0;0;0;0;0;0;1;0;0;0
0;50;1;0;0;0;73843;166;0;5.116.667;2.384.823;0;0;0;0;1;0;0;0;0;0;1;5.116.667
0;50;0;0;0;0;73861;148;0;1.466.667;270.805;0;0;0;0;0;1;0;0;1;0;0;1.466.667
1;50;0;0;0;0;73864;32;0;0;1.760.284;0;0;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;73890;158;.7111109;0;2.639.057;0;0;1;0;0;0;0;0;0;0;1;.7111109
0;50;0;0;0;0;73903;151;.7333323;0;2.442.347;0;0;0;0;0;1;0;0;0;1;0;.7333323
0;50;0;0;0;0;73912;53;0;0;2.572.612;0;0;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;73915;124;0;0;2.199.885;0;0;0;0;0;1;0;0;1;0;0;0
0;50;0;0;0;0;73920;129;0;3.633.333;1.722.767;0;1;0;0;0;0;0;0;0;0;1;3.633.333
1;50;1;0;0;0;73925;121;0;5.1;2.484.907;0;1;0;0;0;0;0;0;0;0;1;5.1
1;50;0;0;0;0;73926;138;0;0;2.197.225;0;0;0;0;0;0;0;0;0;0;1;0
1;50;0;0;1;0;73945;75;0;0;1.304.839;0;1;0;0;0;0;0;0;0;0;1;0
1;50;1;0;0;0;73956;78;0;4.283.333;2.000.746;0;0;0;0;0;0;0;1;0;1;0;4.283.333
0;50;0;0;0;0;73965;139;1.466.667;0;2.882.003;0;1;0;0;0;0;0;0;1;0;0;1.466.667
0;50;0;0;0;0;74038;81;0;7.5;2.862.201;0;1;0;0;0;0;0;0;0;0;1;7.5
0;50;0;0;0;0;74055;165;0;0;233.813;0;1;0;0;0;0;0;0;1;0;0;0
0;50;1;0;0;0;74066;136;0;5.011.104;2.926.739;0;0;0;0;0;0;1;0;0;0;0;5.011.104
1;50;1;0;0;0;74086;99;0;4.822.216;2.197.225;0;0;0;0;0;0;0;0;0;0;0;4.822.216
0;50;0;0;0;0;74112;143;0;2.9;3.283.414;0;1;0;0;0;0;0;0;0;1;0;2.9
0;50;1;0;0;0;74134;77;0;4.199.994;3.139.603;0;1;0;0;0;0;0;0;0;0;0;4.199.994
1;50;0;0;0;0;74154;89;0;0;1.039.772;0;0;0;0;0;0;0;0;0;0;1;0
0;50;1;0;0;0;74166;105;.2333333;4.5;2.009.738;0;0;0;0;0;0;0;0;0;0;0;4.733.333
1;50;0;0;0;0;74172;90;0;0;1.410.987;0;0;0;0;0;0;0;0;0;1;0;0
1;50;0;0;0;0;74174;98;1.133.333;1.533.333;1.223.775;0;1;0;0;0;0;0;0;1;0;0;2.666.667
1;50;0;0;0;0;74195;83;0;0;2.097.077;0;0;0;0;0;0;0;0;0;0;1;0
0;50;1;0;0;0;74211;123;0;4.3;3.252.311;0;1;0;0;0;0;0;0;0;0;1;4.3
0;50;0;0;0;0;74217;118;2.133.333;6.733.333;2.172.135;0;0;0;0;0;1;0;0;0;1;0;8.866.667
1;50;0;0;0;0;74249;102;0;0;203.773;0;1;0;0;0;0;0;0;0;0;0;0
0;50;0;0;1;0;74254;163;1.066.667;.4666667;2.274.414;0;0;0;0;0;0;0;0;0;1;0;1.533.333
0;50;1;0;0;0;74256;144;0;4.5;2.862.201;0;0;1;0;0;0;0;0;0;0;1;4.5
0;50;0;0;0;0;74259;107;0;0;1.227.878;0;1;0;0;0;0;0;0;1;0;0;0
1;50;0;0;1;0;74281;143;0;0;1.883.634;0;0;0;0;1;0;0;0;0;0;1;0
0;50;1;0;0;0;74293;124;0;6.733.333;2.546.782;0;1;0;0;0;0;0;0;0;0;1;6.733.333
0;50;0;0;0;0;74322;158;0;.6;2.169.054;0;0;0;0;0;1;0;0;0;0;1;.6
0;50;0;0;0;0;74332;144;.5;0;2.119.263;0;1;0;0;0;0;0;0;0;1;0;.5
0;50;1;0;0;0;74336;119;3.3;2.466.663;238.481;0;0;0;0;0;0;0;0;0;0;1;5.766.663
1;50;1;0;0;0;74379;143;2.666.663;4.366.667;2.531.427;0;0;0;0;0;0;0;0;0;1;0;7.033.329
0;50;0;0;0;0;74397;164;0;.1;2.014.903;0;1;0;0;0;0;0;0;0;1;0;.1
0;50;0;0;0;0;74401;82;0;7.5;2.926.739;0;0;0;1;0;0;0;0;0;0;1;7.5
0;50;0;0;0;0;74417;78;0;7.5;3.295.837;0;0;0;0;0;0;0;0;0;1;0;7.5
0;50;1;0;0;0;74442;122;.1;4.133.333;2.491.827;0;0;0;0;0;1;0;0;1;0;0;4.233.333
1;50;1;0;0;0;74453;130;0;4.1;2.191.563;0;1;0;0;0;0;0;0;0;0;1;4.1
0;50;0;0;0;0;74460;149;0;0;268.239;0;1;0;0;0;0;0;0;0;0;1;0
1;50;0;0;1;0;74467;136;0;0;1.824.694;0;0;0;0;0;0;0;0;0;0;1;0
1;50;0;0;1;0;74476;162;0;1.199.998;2.292.535;0;0;0;0;1;0;0;0;0;0;1;1.199.998
0;50;1;0;0;0;74495;123;0;4.066.667;2.931.194;0;0;0;0;0;0;0;1;1;0;0;4.066.667
1;50;0;0;0;0;74496;61;1.5;0;1.856.487;0;0;0;0;0;0;0;0;0;1;0;1.5
0;50;0;0;0;0;74506;72;0;7.5;3.144.152;0;0;0;0;0;0;0;1;0;1;0;7.5
1;50;0;0;1;0;74524;43;0;0;1.766.441;0;0;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;74561;95;2.633.333;3.488.883;2.476.938;0;0;0;1;0;0;0;0;0;0;0;6.122.217
0;50;0;0;0;0;74568;163;0;0;2.079.442;0;1;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;74574;149;0;1.733.333;2.577.022;0;0;1;0;0;0;0;0;1;0;0;1.733.333
1;50;0;0;1;0;74612;42;.5;0;1.706.495;0;0;0;0;1;0;0;0;1;0;0;.5
1;50;0;0;0;0;74614;130;0;0;1.820.032;0;1;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;74619;131;.5666667;0;2.797.281;0;1;0;0;0;0;0;0;0;0;0;.5666667
0;50;0;0;0;0;74632;158;.9;.2;2.571.848;0;1;0;0;0;0;0;0;0;0;1;1.1
0;50;0;0;0;0;74635;112;0;0;1.107.346;0;0;0;0;1;0;0;0;0;0;1;0
1;50;1;0;0;0;74636;118;1.866.667;2.266.667;1.753.308;0;1;0;0;0;0;0;0;1;0;0;4.133.333
0;50;1;0;0;0;74671;94;0;4.499.992;2.246.279;0;0;0;0;0;1;0;0;0;1;0;4.499.992
1;50;0;0;1;0;74689;48;0;0;135.463;0;1;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;1;74691;135;0;2.833.333;290.963;0;0;0;0;0;0;1;0;1;0;0;2.833.333
1;50;0;0;0;0;74713;57;0;0;1.904.224;0;0;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;74727;135;0;.1333333;2.343.407;0;1;0;0;0;0;0;0;1;0;0;.1333333
0;50;0;0;0;0;74768;103;0;6.033.331;2.064.328;0;0;0;1;0;0;0;0;0;1;0;6.033.331
1;50;0;0;0;0;74775;164;0;0;3.145.143;0;0;1;0;0;0;0;0;1;0;0;0
1;50;1;0;0;0;74783;103;.7333323;4.199.994;2.284.677;0;1;0;0;0;0;0;0;0;0;0;4.933.326
0;50;1;0;0;0;74810;110;0;5.422.213;2.356.897;0;1;0;0;0;0;0;0;0;0;0;5.422.213
1;50;0;0;0;0;74832;97;0;0;1.259.743;0;0;0;0;0;1;0;0;0;1;0;0
0;50;0;0;0;0;74851;161;.4888882;0;2.679.308;0;0;0;0;0;1;0;0;0;0;1;.4888882
0;50;0;0;0;0;74861;136;0;7.2;2.302.585;0;0;0;0;0;1;0;0;0;1;0;7.2
1;50;0;0;0;0;74866;137;.688888;0;2.660.259;0;0;0;0;0;0;0;0;0;1;0;.688888
0;50;0;0;0;0;74878;146;0;0;2.406.533;0;1;0;0;0;0;0;0;1;0;0;0
1;50;0;0;0;0;74883;16;0;0;1.346.431;0;0;1;0;0;0;0;0;0;0;0;0
1;50;0;0;0;1;74888;79;0;0;1.792.529;0;0;0;0;0;0;1;0;0;0;1;0
1;50;0;0;0;0;74901;111;0;0;1.944.308;0;0;0;0;0;0;0;0;0;1;0;0
1;50;1;0;1;0;74920;93;2.633.333;4.666.665;1.435.854;0;0;1;0;0;0;0;0;0;0;0;7.299.998
1;50;0;0;0;0;74928;45;1.066.667;0;120.896;0;0;0;0;0;1;0;0;0;1;0;1.066.667
0;50;0;0;0;1;74945;132;1.366.667;0;2.850.128;0;1;0;0;0;0;0;0;0;0;0;1.366.667
1;50;1;0;0;0;74946;117;0;4.799.996;2.277.822;0;0;0;0;1;0;0;0;0;0;1;4.799.996
1;50;0;0;0;0;74950;109;.2;4.933.333;2.128.232;0;1;0;0;0;0;0;0;0;0;1;5.133.333
0;50;0;0;1;0;74951;93;0;0;2.014.903;0;0;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;74965;139;0;0;1.965.312;0;0;0;0;1;0;0;0;0;0;0;0
0;50;0;0;0;0;74986;109;2.433.333;3.511.108;3.178.054;0;0;0;0;0;0;0;1;0;1;0;5.944.442
1;50;0;0;0;1;74995;157;0;.8166667;280.336;0;0;1;0;0;0;0;0;0;0;0;.8166667
1;50;1;0;0;0;75000;125;0;4.733.333;2.107.178;0;0;0;0;1;0;0;0;0;0;1;4.733.333
1;50;0;0;0;0;75008;99;.3333333;6.233.333;2.285.248;0;0;0;0;0;0;0;0;0;1;0;6.566.667
1;50;1;0;0;0;75049;156;0;4.866.667;2.838.774;0;0;1;0;0;0;0;0;0;1;0;4.866.667
0;50;0;0;0;0;75058;92;.0666667;.6222212;2.621.039;0;1;0;0;0;0;0;0;0;1;0;.6888879
1;50;0;0;0;1;75063;14;0;0;1.386.294;0;1;0;0;0;0;0;0;0;0;0;0
1;50;0;0;0;0;75065;90;0;.5777771;1.753.308;0;0;0;0;0;0;0;0;0;0;1;.5777771
1;50;0;0;0;0;75070;96;0;1.266.667;1.481.604;0;0;0;0;0;0;0;0;1;0;0;1.266.667
0;50;0;0;0;0;75075;96;1.5;1.555.552;1.575.464;0;1;0;0;0;0;0;0;0;1;0;3.055.552
1;50;1;0;0;0;75078;82;2.522.221;4.411.108;2.191.653;0;1;0;0;0;0;0;0;0;1;0;693.333
1;50;0;0;0;0;75095;69;0;0;2.326.491;0;1;0;0;0;0;0;0;1;0;0;0
0;50;0;0;0;0;75101;146;0;0;287.168;0;0;0;0;0;0;0;0;0;0;0;0
0;50;0;0;0;0;75106;145;0;.4333333;2.595.255;0;0;0;0;0;0;0;0;1;0;0;.4333333
0;50;1;0;0;0;75119;123;0;4.133.331;2.525.729;0;1;0;0;0;0;0;0;1;0;0;4.133.331
0;50;0;0;0;0;75153;143;2.111.108;2.799.994;2.569.746;0;0;0;0;0;0;0;0;0;0;1;4.911.102
1;50;0;0;0;0;75173;158;0;0;194.591;0;0;0;0;0;0;0;0;0;0;1;0
1;50;0;1;0;0;75235;150;3.833.333;0;2.102.982;0;0;0;0;0;1;0;0;0;0;1;3.833.333
0;50;0;0;0;0;75307;162;0;0;1.832.582;0;1;0;0;0;0;0;0;0;0;1;0
1;50;0;0;1;0;75314;124;0;0;2.433.613;0;0;1;0;0;0;0;0;1;0;0;0
0;50;0;0;1;0;75378;108;0;0;2.772.589;0;0;0;0;1;0;0;0;0;0;1;0
1;50;0;0;0;0;75379;57;0;.0444444;2.374.906;0;1;0;0;0;0;0;0;0;1;0;.0444444
1;50;0;0;0;0;75399;116;0;5.566.667;2.484.907;0;0;1;0;0;0;0;0;0;0;1;5.566.667
0;50;0;0;0;0;75428;152;0;0;2.367.124;0;0;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;75439;166;0;0;2.484.073;0;0;1;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;75442;161;0;0;189.712;0;0;0;0;0;0;0;0;0;0;1;0
0;50;1;0;0;0;75473;149;0;4.733.333;2.525.729;0;0;0;0;0;0;0;0;0;0;1;4.733.333
0;50;0;0;0;0;75482;108;.6;0;.836248;0;0;0;0;0;0;0;0;0;0;1;.6
0;50;1;0;0;0;75502;80;0;7.5;2.916.459;0;0;0;0;0;0;0;0;0;0;0;7.5
1;50;1;0;0;0;75525;96;0;4.266.667;1.791.759;0;0;0;0;0;0;1;0;1;0;0;4.266.667
1;50;1;0;0;0;75534;95;2.2;2.688.884;.6931472;0;0;0;0;0;0;0;0;0;1;0;4.888.884
1;50;0;0;0;0;75547;159;0;0;2.047.693;0;0;0;0;0;0;0;1;0;1;0;0
0;50;1;0;0;0;75562;154;2.333.333;2.433.333;2.793.706;0;0;0;0;0;0;0;1;0;1;0;4.766.666
1;50;1;0;0;0;75639;78;0;3.966.667;233.114;0;0;0;0;0;0;1;0;0;1;0;3.966.667
0;50;1;0;1;0;75647;140;0;4.866.667;270.805;0;0;0;0;0;0;1;0;1;0;0;4.866.667
1;50;0;0;0;0;75664;127;0;0;2.809.361;0;1;0;0;0;0;0;0;0;0;0;0
1;50;1;0;1;0;75680;135;0;4.633.333;2.351.375;0;1;0;0;0;0;0;0;0;0;1;4.633.333
1;50;1;0;0;0;75681;124;0;4.366.667;2.268.684;0;1;0;0;0;0;0;0;0;0;1;4.366.667
1;50;1;0;0;0;75702;116;0;4.366.667;2.259.049;0;1;0;0;0;0;0;0;0;1;0;4.366.667
1;50;1;0;0;0;75709;80;0;4.466.667;1.896.119;0;0;0;0;1;0;0;0;0;0;1;4.466.667
1;50;0;0;0;0;75738;128;0;0;2.277.267;0;0;0;0;0;0;0;0;0;0;0;0
0;50;0;0;0;0;75762;90;0;0;2.699.345;0;0;0;0;0;1;0;0;0;1;0;0
1;50;0;0;1;0;75773;41;0;0;1.693.968;0;0;0;0;0;0;0;0;0;0;1;0
1;50;1;0;0;0;75805;140;0;4.366.667;2.352.612;0;0;0;0;0;0;0;0;0;1;0;4.366.667
0;50;0;0;0;0;75814;100;0;2.988.888;3.332.205;0;0;1;0;0;0;0;0;0;0;0;2.988.888
1;50;0;0;1;0;75850;124;0;0;1.931.159;0;0;0;0;1;0;0;0;0;0;1;0
1;50;0;0;0;0;75864;166;0;0;1.757.858;0;0;1;0;0;0;0;0;1;0;0;0
1;50;0;0;0;0;75876;46;0;0;2.140.066;0;1;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;75899;158;0;0;2.327.278;0;0;0;0;0;0;0;0;1;0;0;0
1;50;0;0;0;0;75957;128;0;0;2.397.895;0;0;0;1;0;0;0;0;0;0;1;0
0;50;0;0;0;0;75958;165;0;.1777775;2.970.414;0;0;0;1;0;0;0;0;0;0;1;.1777775
1;50;0;0;0;0;75967;53;0;0;1.501.302;0;0;0;0;0;0;0;0;0;1;0;0
1;50;0;0;0;0;75978;161;0;2.5;1.927.892;0;0;1;0;0;0;0;0;0;0;0;2.5
0;50;0;0;0;0;75989;156;0;1.7;3.178.054;0;0;0;0;0;0;0;1;1;0;0;1.7
0;50;1;0;0;0;76023;119;0;4.733.333;275.457;0;0;0;0;0;0;0;0;0;1;0;4.733.333
0;50;1;0;0;0;76025;122;0;4.2;2.294.217;0;0;1;0;0;0;0;0;0;0;1;4.2
1;50;0;0;0;0;76033;26;0;0;1.671.853;0;0;0;0;0;0;1;0;0;0;0;0
1;50;1;0;0;0;76046;108;0;5.111.104;2.617.078;0;0;0;0;0;0;0;0;0;1;0;5.111.104
1;50;1;0;1;0;76064;37;0;4.1;3.688.879;0;0;0;0;0;0;0;0;0;0;1;4.1
0;50;0;0;0;0;76071;141;0;0;1.386.294;0;0;0;0;0;0;0;0;0;1;0;0
1;50;1;0;0;0;76092;153;0;4.011.106;1.869.721;0;1;0;0;0;0;0;0;0;1;0;4.011.106
1;50;1;0;1;0;76104;97;.3666662;4.366.663;2.207.564;0;0;0;1;0;0;0;0;0;0;0;4.733.329
1;50;1;0;0;0;76161;124;0;4.266.661;2.995.732;0;0;0;1;0;0;0;0;1;0;0;4.266.661
0;50;0;0;0;0;76172;119;.688888;3.166.666;2.685.577;0;1;0;0;0;0;0;0;1;0;0;3.855.554
1;50;1;0;0;0;76185;157;0;4.466.667;2.316.537;0;0;1;0;0;0;0;0;0;0;1;4.466.667
0;50;1;0;0;0;76193;82;0;4.2;2.870.736;0;1;0;0;0;0;0;0;0;0;1;4.2
1;50;0;0;0;0;76235;155;0;0;1.871.802;0;0;0;0;0;0;0;0;0;0;1;0
0;50;0;0;1;0;76240;146;0;0;1.879.465;0;0;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;76254;135;0;5.466.667;2.384.165;0;0;0;0;0;0;0;0;0;0;1;5.466.667
0;50;0;0;0;0;76271;81;0;0;1.321.756;0;0;0;0;0;0;0;0;0;0;0;0
0;50;1;0;0;0;76283;113;0;4.133.333;3.164.539;0;1;0;0;0;0;0;0;0;0;1;4.133.333
1;50;0;0;0;0;76305;144;0;0;2.010.895;0;0;1;0;0;0;0;0;0;0;1;0
1;50;1;0;0;0;76336;99;0;4.033.333;2.058.947;0;0;0;0;0;0;0;0;1;0;0;4.033.333
1;50;0;0;0;0;76347;36;0;0;2.317.533;0;0;0;0;0;0;0;0;0;0;0;0
1;50;0;0;0;0;76397;44;0;0;1.669.927;0;0;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;76407;161;0;0;2.862.201;0;0;1;0;0;0;0;0;0;0;0;0
1;50;1;0;0;0;76433;134;0;4.033.333;2.140.066;0;0;0;0;0;0;0;0;0;0;1;4.033.333
0;50;0;0;0;0;76459;139;0;0;1.203.973;0;0;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;76464;162;0;0;2.351.145;0;0;0;0;0;0;0;0;0;1;0;0
1;50;0;0;0;1;76510;161;0;0;2.392.388;0;0;1;0;0;0;0;0;0;0;0;0
1;50;0;0;0;0;76533;68;0;0;2.346.635;0;1;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;76543;132;2.633.333;2.766.667;3.091.043;0;0;0;1;0;0;0;0;1;0;0;5.4
0;50;0;0;0;0;76547;85;.1333327;0;2.051.271;0;0;0;0;0;0;0;0;0;0;1;.1333327
1;50;0;0;1;0;76580;143;.9;0;194.591;0;1;0;0;0;0;0;0;0;0;1;.9
1;50;1;0;1;0;76586;129;.8222214;4.266.662;2.174.752;0;0;1;0;0;0;0;0;0;0;1;5.088.883
1;50;0;1;0;0;76603;143;2.833.333;0;2.871.178;0;1;0;0;0;0;0;0;0;0;1;2.833.333
0;50;1;0;0;0;76605;136;0;4.466.667;1.098.612;0;0;0;0;0;0;0;0;1;0;0;4.466.667
0;50;0;0;1;0;76612;150;0;0;1.662.902;0;1;0;0;0;0;0;0;0;0;1;0
1;50;1;0;0;0;76618;133;0;3.466.667;2.370.244;0;0;1;0;0;0;0;0;1;0;0;3.466.667
0;50;0;0;0;0;76640;163;0;0;2.390.366;0;1;0;0;0;0;0;0;0;0;1;0
1;50;0;0;1;0;76646;166;0;0;2.240.709;0;0;0;0;1;0;0;0;0;1;0;0
0;50;0;0;0;0;76672;150;0;0;2.302.585;0;0;0;0;0;0;0;0;0;1;0;0
0;50;0;0;0;0;76679;80;0;0;1.609.438;0;0;0;0;0;0;0;0;0;1;0;0
0;50;0;0;0;0;76685;119;0;3.022.218;2.343.407;0;1;0;0;0;0;0;0;0;0;0;3.022.218
1;50;1;0;0;0;76689;101;2.355.552;2.399.998;2.207.275;0;0;0;0;0;0;0;0;0;0;1;475.555
1;50;1;0;0;0;76716;145;0;4.688.883;222.113;0;0;0;0;1;0;0;0;0;0;1;4.688.883
1;50;0;0;0;0;76732;46;0;0;2.136.301;0;1;0;0;0;0;0;0;0;0;0;0
0;50;1;0;0;0;76740;131;1.199.998;3.166.665;2.133.509;0;1;0;0;0;0;0;0;0;0;1;4.366.663
1;50;1;0;0;0;76757;99;3;2.233.333;2.068.583;0;0;1;0;0;0;0;0;0;0;1;5.233.334
1;50;0;0;0;0;76775;166;0;0;270.805;0;0;0;0;1;0;0;0;1;0;0;0
0;50;1;0;0;0;76797;136;.4333333;3.8;2.970.414;0;1;0;0;0;0;0;0;0;0;1;4.233.333
0;50;1;0;0;0;76804;105;0;4.833.333;2.341.806;0;1;0;0;0;0;0;0;0;0;1;4.833.333
1;50;0;0;0;0;76808;134;.2333331;.9333326;2.320.424;0;0;0;0;0;0;0;0;0;0;1;1.166.666
1;50;0;0;0;0;76818;151;0;6.033.333;2.475.698;0;0;0;0;0;0;1;0;0;0;1;6.033.333
1;50;0;0;0;0;76859;163;.1;0;1.558.145;0;1;0;0;0;0;0;0;0;0;1;.1
0;50;1;0;0;0;76861;143;1.866.667;3.666.667;2.571.918;0;0;0;1;0;0;0;0;0;0;0;5.533.333
1;50;0;0;0;0;76914;69;0;0;1.704.748;0;1;0;0;0;0;0;0;0;1;0;0
0;50;1;0;0;0;76936;141;0;4.333.333;2.583.997;0;0;0;0;0;0;0;0;0;0;1;4.333.333
0;50;0;0;0;0;76965;165;0;0;1.585.935;0;1;0;0;0;0;0;0;0;0;1;0
0;50;0;0;1;0;76987;165;0;0;1.321.756;0;0;0;0;0;0;1;0;0;0;0;0
1;50;0;0;1;0;76997;106;0;0;1.526.056;0;0;0;0;1;0;0;0;0;0;1;0
0;50;0;0;0;0;77002;164;0;0;2.302.585;0;0;0;0;0;0;0;0;1;0;0;0
1;50;0;0;0;0;77011;151;0;0;196.361;0;1;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;77022;119;0;0;1.558.145;0;1;0;0;0;0;0;0;1;0;0;0
0;50;1;0;0;0;77041;127;0;4.166.661;3.072.693;0;0;1;0;0;0;0;0;0;0;0;4.166.661
0;50;0;0;0;0;77050;142;0;0;1.830.269;0;0;0;1;0;0;0;0;0;0;1;0
1;50;0;0;0;0;77085;162;0;0;1.742.969;0;0;0;0;0;0;0;0;0;1;0;0
0;50;0;0;0;0;77138;79;0;0;2.467.251;0;0;1;0;0;0;0;0;1;0;0;0
1;50;1;0;0;0;77140;126;0;4.366.667;3.113.515;0;0;0;0;0;0;0;0;1;0;0;4.366.667
1;50;1;0;0;0;77155;143;0;3.9;3.244.163;0;0;0;0;1;0;0;0;0;0;1;3.9
0;50;1;0;0;0;77161;122;0;4;2.331.573;0;1;0;0;0;0;0;0;1;0;0;4
1;50;0;0;1;0;77201;155;0;0;1.321.756;0;0;0;0;0;0;1;0;0;1;0;0
1;50;1;0;0;0;77202;135;0;4.399.996;2.579.524;0;1;0;0;0;0;0;0;0;1;0;4.399.996
1;50;0;0;1;0;77216;137;0;0;1.578.978;0;1;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;77222;48;0;0;1.011.601;0;0;0;0;1;0;0;0;0;0;1;0
1;50;0;0;0;0;77238;83;0;0;1.568.616;0;0;0;0;0;0;0;0;1;0;0;0
1;50;0;0;0;1;77246;152;.9333333;0;2.053.413;0;0;0;0;0;1;0;0;0;0;1;.9333333
